ID,Type,SKU,Name,Published,Is featured?,Visibility in catalog,Short description,Description,Date sale price starts,Date sale price ends,Tax status,Tax class,In stock?,Stock,Low stock amount,Backorders allowed?,Sold individually?,Weight (kg),Length (cm),Width (cm),Height (cm),Allow customer reviews?,Purchase note,Sale price,Regular price,Categories,Tags,Shipping class,Images,Download limit,Download expiry days,Parent,Grouped products,Upsells,Cross-sells,External URL,Button text,Position,Attribute 1 name,Attribute 1 value(s),Attribute 1 visible,Attribute 1 global,Attribute 2 name,Attribute 2 value(s),Attribute 2 visible,Attribute 2 global
,,,Princess Shimmer Sequins Dress,1,0,visible,,"<p data-mce-fragment='1'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>A Shimmery dress with lace and sequins glitters and a pretty little bow is just perfect for parties or for a photoshoot! Dress your baby in this glittery </span><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>comfortable frock for babies</span><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'> made from cotton with a beautiful bow and decorative button in the front! The dress has a round neck with lace and full sleeves.</span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul data-mce-fragment='1'><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Shimmery dress with sequins and glitter body</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Shiny double bow with decorative button</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>A-line fitting dress in pullover style</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Soft cotton inlay for comfort</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Perfect for parties, photoshoots and events</span></li></ul><p data-mce-fragment='1'><strong>Wash care:</strong></p><ul data-mce-fragment='1'><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Wash with mild detergent</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Do not bleach; dry in shade</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Use normal water and not hot water</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>1 Shimmer Sequins dress</span></li></ul>",,,taxable,,1,,,0,0,,,,,1,,665,950,"Clothes > Girls, Clothes, Clothes > Girls > Frocks",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/2_138a83bf-47da-496e-925c-615cdf7302de.jpg?v=1675343839,,,,,,,,,0,,,,,,,,
,,,Princess Shimmer Sequins Dress,1,0,visible,,"<p data-mce-fragment='1'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>A Shimmery dress with lace and sequins glitters and a pretty little bow is just perfect for parties or for a photoshoot! Dress your baby in this glittery </span><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>comfortable frock for babies</span><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'> made from cotton with a beautiful bow and decorative button in the front! The dress has a round neck with lace and full sleeves.</span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul data-mce-fragment='1'><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Shimmery dress with sequins and glitter body</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Shiny double bow with decorative button</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>A-line fitting dress in pullover style</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Soft cotton inlay for comfort</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Perfect for parties, photoshoots and events</span></li></ul><p data-mce-fragment='1'><strong>Wash care:</strong></p><ul data-mce-fragment='1'><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Wash with mild detergent</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Do not bleach; dry in shade</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Use normal water and not hot water</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>1 Shimmer Sequins dress</span></li></ul>",,,taxable,,0,,,0,0,,,,,1,,665,950,"Clothes > Girls, Clothes, Clothes > Girls > Frocks",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/3_4b40a285-e6c1-4bd1-b3a8-6176213a8db2.jpg?v=1675343839,,,,,,,,,0,,,,,,,,
,,,Princess Shimmer Sequins Dress,1,0,visible,,"<p data-mce-fragment='1'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>A Shimmery dress with lace and sequins glitters and a pretty little bow is just perfect for parties or for a photoshoot! Dress your baby in this glittery </span><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>comfortable frock for babies</span><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'> made from cotton with a beautiful bow and decorative button in the front! The dress has a round neck with lace and full sleeves.</span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul data-mce-fragment='1'><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Shimmery dress with sequins and glitter body</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Shiny double bow with decorative button</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>A-line fitting dress in pullover style</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Soft cotton inlay for comfort</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Perfect for parties, photoshoots and events</span></li></ul><p data-mce-fragment='1'><strong>Wash care:</strong></p><ul data-mce-fragment='1'><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Wash with mild detergent</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Do not bleach; dry in shade</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Use normal water and not hot water</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>1 Shimmer Sequins dress</span></li></ul>",,,taxable,,1,5,,0,0,,,,,1,,665,950,"Clothes > Girls, Clothes, Clothes > Girls > Frocks",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/4_f0ca215a-daed-4426-9d28-f64c0ca96d19.jpg?v=1675343839,,,,,,,,,0,,,,,,,,
,,,Princess Shimmer Sequins Dress,1,0,visible,,"<p data-mce-fragment='1'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>A Shimmery dress with lace and sequins glitters and a pretty little bow is just perfect for parties or for a photoshoot! Dress your baby in this glittery </span><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>comfortable frock for babies</span><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'> made from cotton with a beautiful bow and decorative button in the front! The dress has a round neck with lace and full sleeves.</span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul data-mce-fragment='1'><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Shimmery dress with sequins and glitter body</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Shiny double bow with decorative button</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>A-line fitting dress in pullover style</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Soft cotton inlay for comfort</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Perfect for parties, photoshoots and events</span></li></ul><p data-mce-fragment='1'><strong>Wash care:</strong></p><ul data-mce-fragment='1'><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Wash with mild detergent</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Do not bleach; dry in shade</span></li><li style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>Use normal water and not hot water</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li><span style='font-weight: 400;' data-mce-fragment='1' data-mce-style='font-weight: 400;'>1 Shimmer Sequins dress</span></li></ul>",,,taxable,,1,,,0,0,,,,,1,,665,950,"Clothes > Girls, Clothes, Clothes > Girls > Frocks",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/1_23c39035-5cc2-4597-a81f-ca51c7220678.jpg?v=1675343839,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/2_1de528dd-f668-471b-ae83-6b9ff432c07b.jpg?v=1675347450,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/3_947ab693-8a21-4ad7-a156-de63545d5bd6.jpg?v=1675347450,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/4_584fe6d6-a258-4b41-81b6-78a5c0ea1ba4.jpg?v=1675347450,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,50,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/5_64a4bf80-cd91-4294-a4d5-7c80533cdcbd.jpg?v=1675347450,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/6_f44f0991-bf54-44cc-af47-5173aa668863.jpg?v=1675347450,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/1_ba774299-f020-436d-ace0-6375fe37fada.jpg?v=1675347450,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/1_1c757433-8f43-4b3f-8d08-90a2f867fb1c.jpg?v=1675347451,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/1_eb6c14cd-997e-4a76-addf-cf479e87574a.jpg?v=1675347451,,,,,,,,,0,,,,,,,,
,,,Suspender Dungaree With Bow Tie,1,0,visible,,<p><span>What’s better than a little boy wearing a bow tie? A little boy wearing suspender pants with a bow tie. These </span><span>dungarees for babies </span><span>are comfortable and stylish adjustable shoulder straps and suspender pants and are made from high-quality cotton blend fabric that is safe on baby skin. </span></p><p> <strong>Features:</strong></p><ul><li aria-level='1'><span>Made using premium-quality material </span></li><li aria-level='1'><span>Uses breathable and soft cotton fabric</span></li><li aria-level='1'><span>A skin-friendly and comfortable outfit</span></li><li aria-level='1'><span>Adjustable Straps for Comfort</span></li></ul><p> <span><strong>Age Group:</strong> 0</span><span>-3 months.</span></p><p> <strong>Wash Instructions</strong></p><ul><li aria-level='1'><span>Hand and machine wash friendly.</span></li><li aria-level='1'><span>Use Cold Water for Washing.</span></li></ul><p> <strong>Items included in the Package</strong></p><ul><li aria-level='1'><span>1 Tee Romper</span></li><li aria-level='1'><span>1 Pair of Overalls</span></li><li aria-level='1'><span>1 Bow Tie.</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,,1290,"Clothes > Girls, Clothes, Clothes > Girls ",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/1_6602f537-1168-4eb9-ac42-35a6a779b240.jpg?v=1675347451,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/9V7A8589_408157a3-dab3-471f-bff0-1107dce1a645.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
,,,Wooden Cot with Swinging Cradle,1,0,visible,,<p><span style='font-weight: 400;'>A Baby cot offers a perfectly comfortable and safe space for babies to catch their baby slumber. The Baby Bucket Wooden Cot with Swinging Cradle is an </span><span style='font-weight: 400;'>affordable baby cot</span><span style='font-weight: 400;'> that helps babies sleep safely in a cot or cradle as and when required. The Swinging cradle provides a rocking motion that helps babies sleep deeper. The cot and cradle come with wheels that can lock when stationary and can be released when needs to be transported. The Cot and cradle come with mosquito nets to protect from flying insects. The Wooden cot is an amazing addition to your or your baby's bedroom. </span></p><p data-mce-fragment='1'><strong>Features:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cute Baby Cot and Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with safety wheel locking</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be transported easily</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Comes with mosquito net</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be attached to bed safely</span></li></ul><p data-mce-fragment='1'><strong>Size:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Cot Size: </span><span style='font-weight: 400;'>L115 x W68  x H 98cm</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Cradle Size: L 100 X W 50 X H 45 cm</span></li></ul><p data-mce-fragment='1'><span style='font-weight: 400;'><strong>Age:</strong> 0 to 6 years (upto 30kgs)</span></p><p data-mce-fragment='1'><strong>Wash Care:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>Can be cleaned easily with damp cloth</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Use multipurpose cleaner for stains</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>Clean with mild cleaners only</span></li></ul><p data-mce-fragment='1'><strong>Contents:</strong></p><ul><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Cot</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Swinging Cradle</span></li><li style='font-weight: 400;'><span style='font-weight: 400;'>1 Mosquito Net</span></li></ul>,,,taxable,,1,,,0,0,,,,,1,,12575,21315,"Daily Essentials > Wooden cot,Daily Essentials,Daily Essentials > Wooden cot",,,https://cdn.shopify.com/s/files/1/0712/8016/5175/products/9V7A8590_cd3c733e-6bb3-4b22-816c-6815ea36c1d9.jpg?v=1675344302,,,,,,,,,0,,,,,,,,
